,time,X,Y,theta_dt,torque
0,2024-04-22 00:00:00,-0.5319951,-0.8467474,-0.99937594,-0.72139496
1,2024-04-22 00:00:01,-0.60366267,-0.79723984,-1.7426457,-1.9085586
2,2024-04-22 00:00:02,-0.7028743,-0.7113141,-2.6268594,0.176983
3,2024-04-22 00:00:03,-0.80526376,-0.5929168,-3.1337976,-1.997297
4,2024-04-22 00:00:04,-0.9044225,-0.42663795,-3.8780797,-1.9952198
5,2024-04-22 00:00:05,-0.9767829,-0.21423161,-4.497341,0.020067753
6,2024-04-22 00:00:06,-0.99985814,0.016844321,-4.6550045,-1.9994197
7,2024-04-22 00:00:07,-0.9653645,0.2609048,-4.9422846,-1.9998119
8,2024-04-22 00:00:08,-0.8696575,0.49365556,-5.0465775,-0.09294223
9,2024-04-22 00:00:09,-0.7311419,0.6822254,-4.690277,-0.16689967
10,2024-04-22 00:00:10,-0.57271343,0.8197557,-4.2036433,1.3009949
11,2024-04-22 00:00:11,-0.4260555,0.90469706,-3.3936772,1.7569318
12,2024-04-22 00:00:12,-0.31223762,0.95000404,-2.4516146,-1.7898784
13,2024-04-22 00:00:13,-0.21546485,0.9765116,-2.0075934,-0.106725216
14,2024-04-22 00:00:14,-0.15201527,0.98837817,-1.2912184,1.9833889
15,2024-04-22 00:00:15,-0.13952884,0.990218,-0.25242648,0.28150687
16,2024-04-22 00:00:16,-0.16583902,0.9861528,0.5324631,1.9975045
17,2024-04-22 00:00:17,-0.24274445,0.97009027,1.5717033,1.9680445
18,2024-04-22 00:00:18,-0.36619604,0.9305377,2.5944777,1.3344527
19,2024-04-22 00:00:19,-0.52229947,0.8527621,3.492549,0.99849993
20,2024-04-22 00:00:20,-0.6915553,0.72232354,4.2818956,-1.9685324
21,2024-04-22 00:00:21,-0.8360578,0.54864144,4.5283585,-1.8251351
22,2024-04-22 00:00:22,-0.9402492,0.34048712,4.666069,1.812078
23,2024-04-22 00:00:23,-0.99615043,0.08765997,5.1932464,1.996564
24,2024-04-22 00:00:24,-0.9819757,-0.18900733,5.558476,1.9993862
25,2024-04-22 00:00:25,-0.88884294,-0.45821202,5.716628,1.9298484
26,2024-04-22 00:00:26,-0.72545236,-0.68827236,5.6624465,1.9997662
27,2024-04-22 00:00:27,-0.51360506,-0.85802674,5.446207,1.0466133
28,2024-04-22 00:00:28,-0.28729075,-0.9578434,4.959679,-1.2919334
29,2024-04-22 00:00:29,-0.08890428,-0.99604017,4.0475063,0.505697
30,2024-04-22 00:00:30,0.07971008,-0.99681807,3.3763309,-0.8177791
31,2024-04-22 00:00:31,0.20366238,-0.97904116,2.5060503,-1.1641632
32,2024-04-22 00:00:32,0.2811138,-0.9596744,1.5971451,-1.1816837
33,2024-04-22 00:00:33,0.31452987,-0.9492476,0.70013666,-0.32834715
34,2024-04-22 00:00:34,0.3116308,-0.9502033,-0.061051067,-1.6659292
35,2024-04-22 00:00:35,0.26261288,-0.96490127,-1.023593,-0.8688851
36,2024-04-22 00:00:36,0.17100447,-0.98527026,-1.8776016,0.115730084
37,2024-04-22 00:00:37,0.041877076,-0.9991228,-2.5991948,-0.87174076
38,2024-04-22 00:00:38,-0.13169192,-0.9912907,-3.4792979,-0.6868049
39,2024-04-22 00:00:39,-0.3413614,-0.9399321,-4.3257866,0.67261505
40,2024-04-22 00:00:40,-0.5603904,-0.8282286,-4.9298434,-1.0343364
41,2024-04-22 00:00:41,-0.7708442,-0.6370237,-5.7061653,-1.205219
42,2024-04-22 00:00:42,-0.93145853,-0.36384746,-6.364716,0.9545015
43,2024-04-22 00:00:43,-0.9988638,-0.047655776,-6.4944263,-1.966119
44,2024-04-22 00:00:44,-0.9572139,0.28938136,-6.825086,-1.9838243
45,2024-04-22 00:00:45,-0.802775,0.596282,-6.905624,-1.4785635
46,2024-04-22 00:00:46,-0.56292856,0.82650554,-6.680197,1.3522688
47,2024-04-22 00:00:47,-0.30034178,0.9538317,-5.857477,-1.7329777
48,2024-04-22 00:00:48,-0.034941327,0.99938935,-5.40205,-0.542889
49,2024-04-22 00:00:49,0.2003828,0.9797177,-4.7339416,-1.5554538
50,2024-04-22 00:00:50,0.40169978,0.9157714,-4.2324715,1.8987337
51,2024-04-22 00:00:51,0.54502076,0.8384226,-3.2608328,-1.196294
52,2024-04-22 00:00:52,0.65711635,0.7537891,-2.81146,0.22555101
53,2024-04-22 00:00:53,0.7363103,0.676644,-2.2122855,0.2511552
54,2024-04-22 00:00:54,0.7900911,0.6129895,-1.6671292,0.35251904
55,2024-04-22 00:00:55,0.8241405,0.5663854,-1.1545092,-1.6165332
56,2024-04-22 00:00:56,0.85068816,0.52567065,-0.9722001,-1.7052506
57,2024-04-22 00:00:57,0.8718563,0.48976183,-0.8337347,-1.6791792
58,2024-04-22 00:00:58,0.88887984,0.45814046,-0.71829015,-1.654177
59,2024-04-22 00:00:59,0.9027133,0.4302426,-0.6228114,-1.1026504
60,2024-04-22 00:01:00,0.9124824,0.40911606,-0.465527,-0.3359741
