,time,X,Y,theta_dt,torque
0,2024-04-17 00:00:00,0.85182774,0.523822,0.65213233,-1.999989
1,2024-04-17 00:00:01,0.83172894,0.5551819,0.7450005,1.6160905
2,2024-04-17 00:00:02,0.7907447,0.6121461,1.4038005,-1.9999957
3,2024-04-17 00:00:03,0.7405437,0.6720082,1.5629107,-1.9999815
4,2024-04-17 00:00:04,0.67836356,0.73472637,1.7669196,-1.9998914
5,2024-04-17 00:00:05,0.60090595,0.7993197,2.0179808,0.14856626
6,2024-04-17 00:00:06,0.49048507,0.8714496,2.6397555,-1.9946936
7,2024-04-17 00:00:07,0.35502365,0.9348573,2.9941385,1.6588045
8,2024-04-17 00:00:08,0.16497657,0.9862975,3.9441023,-0.7435416
9,2024-04-17 00:00:09,-0.062839024,0.9980237,4.572294,-0.08233181
10,2024-04-17 00:00:10,-0.32243764,0.9465907,5.308462,-1.7426401
11,2024-04-17 00:00:11,-0.5779007,0.8161071,5.757009,1.0070943
12,2024-04-17 00:00:12,-0.80883116,0.58804095,6.5201535,-0.17506835
13,2024-04-17 00:00:13,-0.96053183,0.27817005,6.934924,0.61905473
14,2024-04-17 00:00:14,-0.99680716,-0.07984697,7.2364097,-1.829557
15,2024-04-17 00:00:15,-0.9110236,-0.41235414,6.902091,0.48740733
16,2024-04-17 00:00:16,-0.72598314,-0.6877125,6.6659365,-0.5266954
17,2024-04-17 00:00:17,-0.48722175,-0.8732783,6.071148,-1.960725
18,2024-04-17 00:00:18,-0.2501174,-0.9682155,5.1220803,1.9977348
19,2024-04-17 00:00:19,-0.018021563,-0.9998376,4.695579,1.3033352
20,2024-04-17 00:00:20,0.18791364,-0.98218554,4.141201,1.1659102
21,2024-04-17 00:00:21,0.35975933,-0.93304515,3.5794485,-1.8510516
22,2024-04-17 00:00:22,0.4777663,-0.878487,2.602007,1.9796076
23,2024-04-17 00:00:23,0.5729612,-0.81958246,2.2400827,1.9833434
24,2024-04-17 00:00:24,0.6489924,-0.7607949,1.9228973,1.3846575
25,2024-04-17 00:00:25,0.706301,-0.7079117,1.5599998,-1.4676976
26,2024-04-17 00:00:26,0.73434746,-0.67877376,0.80891144,-1.1995246
27,2024-04-17 00:00:27,0.73840356,-0.6743591,0.11990242,-1.7705665
28,2024-04-17 00:00:28,0.71605015,-0.69804883,-0.6514518,1.5443516
29,2024-04-17 00:00:29,0.6823413,-0.73103374,-0.9433358,-1.6386948
30,2024-04-17 00:00:30,0.61634266,-0.7874781,-1.7374153,-0.76414853
31,2024-04-17 00:00:31,0.51581395,-0.8567006,-2.442646,0.7464986
32,2024-04-17 00:00:32,0.38323638,-0.9236503,-2.9731967,0.45749867
33,2024-04-17 00:00:33,0.21181545,-0.9773097,-3.5973098,-1.5274504
34,2024-04-17 00:00:34,-0.014537787,-0.9998943,-4.5594096,0.88604
35,2024-04-17 00:00:35,-0.26996773,-0.96286935,-5.1764245,-0.56899375
36,2024-04-17 00:00:36,-0.541782,-0.8405191,-5.9839253,1.7184107
37,2024-04-17 00:00:37,-0.77731305,-0.62911403,-6.356553,-1.5432404
38,2024-04-17 00:00:38,-0.9468755,-0.32160038,-7.0598745,-1.7262558
39,2024-04-17 00:00:39,-0.998721,0.05055994,-7.5600133,-1.9422485
40,2024-04-17 00:00:40,-0.90421724,0.42707282,-7.813431,-1.257918
41,2024-04-17 00:00:41,-0.67830443,0.73478097,-7.6818137,1.8961253
42,2024-04-17 00:00:42,-0.3923059,0.9198348,-6.846309,1.9187702
43,2024-04-17 00:00:43,-0.10948634,0.9939883,-5.8686175,1.4957592
44,2024-04-17 00:00:44,0.13482004,0.9908701,-4.898762,-1.6407177
45,2024-04-17 00:00:45,0.34788826,0.937536,-4.4017177,-0.155617
46,2024-04-17 00:00:46,0.51534754,0.8569813,-3.721908,0.093618445
47,2024-04-17 00:00:47,0.64013165,0.76826525,-3.0651293,1.9247115
48,2024-04-17 00:00:48,0.72060937,0.6933413,-2.2002237,-0.098096125
49,2024-04-17 00:00:49,0.7767112,0.6298569,-1.6949321,-0.41585904
50,2024-04-17 00:00:50,0.8155467,0.57869124,-1.2849183,-1.3144921
51,2024-04-17 00:00:51,0.84473884,0.5351788,-1.0480736,-1.5973184
52,2024-04-17 00:00:52,0.8676179,0.49723154,-0.8862874,1.2174832
53,2024-04-17 00:00:53,0.87572163,0.48281637,-0.33074123,-0.037620615
54,2024-04-17 00:00:54,0.8750998,0.48394248,0.025727933,-1.9999485
55,2024-04-17 00:00:55,0.87294513,0.48781845,0.08869252,0.5024934
56,2024-04-17 00:00:56,0.8597147,0.5107745,0.52993035,-0.24865586
57,2024-04-17 00:00:57,0.8365333,0.5479161,0.8757129,-1.9999936
58,2024-04-17 00:00:58,0.8084964,0.5885011,0.98665094,-1.9999865
