,time,X,Y,theta_dt,torque
0,2024-04-23 00:00:00,0.021447124,-0.99977,0.055077672,-1.9958059
1,2024-04-23 00:00:01,-0.028253507,-0.99960077,-0.9941207,-1.5704383
2,2024-04-23 00:00:02,-0.12688367,-0.9919176,-1.979387,-1.807175
3,2024-04-23 00:00:03,-0.27341998,-0.96189475,-2.9944015,-0.89454275
4,2024-04-23 00:00:04,-0.45239308,-0.89181864,-3.850004,0.4936929
5,2024-04-23 00:00:05,-0.6378378,-0.7701707,-4.444814,1.8700739
6,2024-04-23 00:00:06,-0.8008925,-0.59880817,-4.741931,-0.45399827
7,2024-04-23 00:00:07,-0.9290146,-0.37004304,-5.2591367,-1.5645642
8,2024-04-23 00:00:08,-0.9959088,-0.090364225,-5.7713537,-1.9785702
9,2024-04-23 00:00:09,-0.9766965,0.21462509,-6.1359124,-0.6499617
10,2024-04-23 00:00:10,-0.867854,0.49681926,-6.072438,1.7944022
11,2024-04-23 00:00:11,-0.7028053,0.71138227,-5.430663,0.5547696
12,2024-04-23 00:00:12,-0.5129671,0.8584083,-4.813911,-1.9982457
13,2024-04-23 00:00:13,-0.30995497,0.95075125,-4.4698415,-1.9988419
14,2024-04-23 00:00:14,-0.112079464,0.99369925,-4.0566044,0.53115463
15,2024-04-23 00:00:15,0.04924746,0.9987866,-3.2316568,-0.5371733
16,2024-04-23 00:00:16,0.17649512,0.9843015,-2.563143,0.012049002
17,2024-04-23 00:00:17,0.26536262,0.9641487,-1.8231094,0.9941012
18,2024-04-23 00:00:18,0.3108851,0.9504475,-0.95088273,0.1896042
19,2024-04-23 00:00:19,0.32082886,0.9471372,-0.20960647,1.7238463
20,2024-04-23 00:00:20,0.2846471,0.95863235,0.75932336,-0.6759201
21,2024-04-23 00:00:21,0.21802743,0.9759427,1.3769096,1.4091038
22,2024-04-23 00:00:22,0.10359501,0.99461955,2.3202322,0.59821165
23,2024-04-23 00:00:23,-0.053988963,0.99854153,3.1559286,0.82819986
24,2024-04-23 00:00:24,-0.2526987,0.96754503,4.0290647,0.24378157
25,2024-04-23 00:00:25,-0.4750607,0.879953,4.7912908,1.0185822
26,2024-04-23 00:00:26,-0.69988406,0.71425647,5.604043,-0.48213744
27,2024-04-23 00:00:27,-0.88129985,0.4725575,6.0674148,0.4968626
28,2024-04-23 00:00:28,-0.9860259,0.166592,6.496362,1.4984825
29,2024-04-23 00:00:29,-0.98473847,-0.17404075,6.8460784,1.8418169
30,2024-04-23 00:00:30,-0.86556315,-0.50079983,6.9918203,-0.36634195
31,2024-04-23 00:00:31,-0.6580381,-0.75298464,6.5612693,0.7714896
32,2024-04-23 00:00:32,-0.40099025,-0.9160823,6.112254,1.9632635
33,2024-04-23 00:00:33,-0.12627545,-0.9919952,5.719682,1.2844406
34,2024-04-23 00:00:34,0.13142283,-0.9913264,5.1683517,-0.9875726
35,2024-04-23 00:00:35,0.33879906,-0.9408588,4.276721,1.3902944
36,2024-04-23 00:00:36,0.50951517,-0.8604617,3.7796211,0.11082673
37,2024-04-23 00:00:37,0.6382063,-0.76986533,3.150899,0.12296977
38,2024-04-23 00:00:38,0.7323477,-0.68093085,2.5919452,1.9276992
39,2024-04-23 00:00:39,0.8077253,-0.589559,2.370402,0.0021190767
40,2024-04-23 00:00:40,0.86073464,-0.5090539,1.9285506,-1.4280081
41,2024-04-23 00:00:41,0.89271694,-0.45061785,1.332559,0.95680004
42,2024-04-23 00:00:42,0.9169008,-0.3991151,1.1381156,-1.9150596
43,2024-04-23 00:00:43,0.9275569,-0.37368208,0.55152035,1.5462204
44,2024-04-23 00:00:44,0.936664,-0.35022932,0.5031918,1.4368775
45,2024-04-23 00:00:45,0.9444059,-0.32878178,0.45605147,-0.81765205
46,2024-04-23 00:00:46,0.9458242,-0.32467917,0.08681734,1.9897913
47,2024-04-23 00:00:47,0.94810206,-0.31796625,0.14177667,1.9887593
48,2024-04-23 00:00:48,0.95125914,-0.30839264,0.20161586,1.9848655
49,2024-04-23 00:00:49,0.9553068,-0.29561603,0.2680512,1.354997
50,2024-04-23 00:00:50,0.9589215,-0.28367162,0.24958874,1.9724736
51,2024-04-23 00:00:51,0.96350753,-0.26768115,0.33270606,1.4503669
52,2024-04-23 00:00:52,0.9680379,-0.25080383,0.34950024,-0.058333494
53,2024-04-23 00:00:53,0.9699239,-0.24340819,0.15264732,1.9523122
54,2024-04-23 00:00:54,0.9730401,-0.23063603,0.26293802,1.5910715
55,2024-04-23 00:00:55,0.97669816,-0.2146175,0.32862172,-0.42499897
56,2024-04-23 00:00:56,0.9778,-0.20954026,0.10390875,1.9130156
57,2024-04-23 00:00:57,0.98018175,-0.19810033,0.2337059,1.7588336
58,2024-04-23 00:00:58,0.9834888,-0.18096904,0.3489557,-1.9551452
59,2024-04-23 00:00:59,0.9827567,-0.18490365,-0.08004288,1.9357141
60,2024-04-23 00:01:00,0.9834126,-0.1813824,0.0716365,1.8435115
61,2024-04-23 00:01:01,0.9852811,-0.17094201,0.21212642,1.6088994
62,2024-04-23 00:01:02,0.98793066,-0.15489675,0.3252548,1.191867
63,2024-04-23 00:01:03,0.99074864,-0.13570976,0.3878623,0.3256171
64,2024-04-23 00:01:04,0.99288225,-0.11910031,0.33492255,0.8610751
65,2024-04-23 00:01:05,0.9949395,-0.10047594,0.37475857,0.5407798
66,2024-04-23 00:01:06,0.99667096,-0.081529245,0.3805186,1.4339164
67,2024-04-23 00:01:07,0.99849355,-0.05486931,0.5344591,0.14033984
68,2024-04-23 00:01:08,0.9995743,-0.029174833,0.5143581,-0.9918863
69,2024-04-23 00:01:09,0.99992806,-0.011993982,0.34369406,-0.424425
70,2024-04-23 00:01:10,0.9999988,0.0015574703,0.2710348,0.42799324
71,2024-04-23 00:01:11,0.99983114,0.018376531,0.3364019,1.8383814
72,2024-04-23 00:01:12,0.9987665,0.049654216,0.6259415,0.41835776
73,2024-04-23 00:01:13,0.9963067,0.08586557,0.7259358,-1.9995835
74,2024-04-23 00:01:14,0.993902,0.110266626,0.49039748,1.4359219
75,2024-04-23 00:01:15,0.9887837,0.14935468,0.78848577,-1.9999862
