,time,X,Y,theta_dt,torque
0,2024-02-06 00:00:00,0.912905,0.40817213,-0.1385117,0.63033295
1,2024-02-06 00:00:01,0.90747625,0.4201034,0.26216733,0.64280385
2,2024-02-06 00:00:02,0.89281374,0.4504261,0.67366546,-0.7968846
3,2024-02-06 00:00:03,0.8718447,0.4897824,0.89195234,-1.9999989
4,2024-02-06 00:00:04,0.8473589,0.53102064,0.9592893,0.25261742
5,2024-02-06 00:00:05,0.80827665,0.5888029,1.3954474,-1.290979
6,2024-02-06 00:00:06,0.7572219,0.6531577,1.6434027,-1.9999942
7,2024-02-06 00:00:07,0.69425595,0.7197282,1.8332719,-0.36032784
8,2024-02-06 00:00:08,0.6063279,0.7952147,2.3190188,0.21128942
9,2024-02-06 00:00:09,0.48300076,0.87561995,2.9471233,-1.9985328
10,2024-02-06 00:00:10,0.33242682,0.94312906,3.3040583,-1.6335446
11,2024-02-06 00:00:11,0.14998876,0.9886877,3.7663734,-1.5919797
12,2024-02-06 00:00:12,-0.06285625,0.9980226,4.269092,0.06721209
13,2024-02-06 00:00:13,-0.30913398,0.9510185,5.027691,1.065648
14,2024-02-06 00:00:14,-0.57231194,0.820036,5.900802,1.0111105
15,2024-02-06 00:00:15,-0.8091459,0.5876078,6.6674957,-1.7497734
16,2024-02-06 00:00:16,-0.9594329,0.28193697,6.8457355,0.7430882
17,2024-02-06 00:00:17,-0.99736434,-0.07255637,7.1686516,-0.7512227
18,2024-02-06 00:00:18,-0.9119856,-0.41022223,7.0015507,1.9217986
19,2024-02-06 00:00:19,-0.7166527,-0.69743025,6.982154,1.9035776
20,2024-02-06 00:00:20,-0.44552448,-0.89526975,6.744618,1.7164348
21,2024-02-06 00:00:21,-0.1447185,-0.98947287,6.330631,-1.5323173
22,2024-02-06 00:00:22,0.122397766,-0.9924811,5.3586783,-1.1274225
23,2024-02-06 00:00:23,0.33816436,-0.94108707,4.4452043,0.437446
24,2024-02-06 00:00:24,0.5100268,-0.8601585,3.805006,1.0298644
25,2024-02-06 00:00:25,0.64493203,-0.76423997,3.3143668,-1.687553
26,2024-02-06 00:00:26,0.73477644,-0.6783094,2.4880538,1.829101
27,2024-02-06 00:00:27,0.8063895,-0.59138477,2.253687,1.3780177
28,2024-02-06 00:00:28,0.86182857,-0.5071997,2.016851,1.1777827
29,2024-02-06 00:00:29,0.9042072,-0.42709404,1.8131186,-0.11147483
30,2024-02-06 00:00:30,0.93323827,-0.35925797,1.4760768,0.9155206
31,2024-02-06 00:00:31,0.9552553,-0.2957825,1.3439615,-0.11225314
32,2024-02-06 00:00:32,0.97013485,-0.24256627,1.1052866,-0.15444045
33,2024-02-06 00:00:33,0.9800665,-0.19866979,0.90019584,1.0487351
34,2024-02-06 00:00:34,0.988077,-0.15396045,0.9085038,-1.313977
35,2024-02-06 00:00:35,0.9922253,-0.124454886,0.5959369,-0.44659364
36,2024-02-06 00:00:36,0.9947004,-0.10281608,0.4356067,0.13828254
37,2024-02-06 00:00:37,0.99647105,-0.08393737,0.379237,0.3726053
38,2024-02-06 00:00:38,0.9978604,-0.065380834,0.37217477,0.26576868
39,2024-02-06 00:00:39,0.99888265,-0.047259673,0.36300445,-0.38189942
40,2024-02-06 00:00:40,0.99943006,-0.03375713,0.2702748,-1.3727479
41,2024-02-06 00:00:41,0.9994941,-0.031805944,0.039044745,-0.025064146
42,2024-02-06 00:00:42,0.9995121,-0.031234693,0.011430664,0.71954995
43,2024-02-06 00:00:43,0.9996504,-0.026439836,0.09593714,-1.080131
44,2024-02-06 00:00:44,0.99952763,-0.030733697,-0.0859124,1.7938147
45,2024-02-06 00:00:45,0.9997416,-0.022731103,0.16010953,1.2432867
46,2024-02-06 00:00:46,0.99998045,-0.00625531,0.3295542,1.7390397
47,2024-02-06 00:00:47,0.9997348,0.023028547,0.5857187,-1.6165086
48,2024-02-06 00:00:48,0.9991573,0.04104474,0.3605138,0.39150098
49,2024-02-06 00:00:49,0.9979809,0.06351461,0.4500225,-1.201768
50,2024-02-06 00:00:50,0.99684733,0.07934357,0.31739324,0.56018215
51,2024-02-06 00:00:51,0.9947542,0.10229422,0.46092826,0.55216724
52,2024-02-06 00:00:52,0.99110246,0.133101,0.620474,-1.9997973
53,2024-02-06 00:00:53,0.98808646,0.1538996,0.42033017,-1.9912847
54,2024-02-06 00:00:54,0.98619294,0.1656004,0.23706216,-1.4652302
55,2024-02-06 00:00:55,0.98499686,0.17257243,0.14147791,-0.0025819035
56,2024-02-06 00:00:56,0.9825726,0.1858793,0.27051994,1.1974536
57,2024-02-06 00:00:57,0.9766673,0.21475801,0.58954746,-0.11543584
58,2024-02-06 00:00:58,0.9681385,0.25041518,0.7333006,-1.9999983
59,2024-02-06 00:00:59,0.95989615,0.28035575,0.6211122,-1.4016861
60,2024-02-06 00:01:00,0.9507279,0.3100266,0.6211262,1.651037
61,2024-02-06 00:01:01,0.93222386,0.36188215,1.1013017,1.2875823
62,2024-02-06 00:01:02,0.90106446,0.4336852,1.5658506,-1.2974036
63,2024-02-06 00:01:03,0.86108136,0.50846726,1.696504,0.6287432
64,2024-02-06 00:01:04,0.80089253,0.5988081,2.1721659,-2.0
65,2024-02-06 00:01:05,0.72616035,0.6875254,2.321272,0.3294051
66,2024-02-06 00:01:06,0.61973447,0.7848116,2.8863268,1.0082948
67,2024-02-06 00:01:07,0.468061,0.88369614,3.6261797,-1.9996153
68,2024-02-06 00:01:08,0.2836946,0.9589147,3.9890096,0.9204399
69,2024-02-06 00:01:09,0.04531622,0.9989727,4.8462615,-0.9963775
70,2024-02-06 00:01:10,-0.22502625,0.9743527,5.4460344,-1.4369403
71,2024-02-06 00:01:11,-0.50124145,0.86530745,5.961258,0.9838867
72,2024-02-06 00:01:12,-0.759747,0.6502188,6.7578216,-0.08344352
73,2024-02-06 00:01:13,-0.94066083,0.33934823,7.2329693,1.9894147
74,2024-02-06 00:01:14,-0.9990726,-0.04305738,7.7858925,-0.57117903
75,2024-02-06 00:01:15,-0.91043293,-0.41365668,7.6679225,1.269698
76,2024-02-06 00:01:16,-0.69392276,-0.72004944,7.548135,0.800676
77,2024-02-06 00:01:17,-0.3990796,-0.9169163,7.128199,0.3491895
78,2024-02-06 00:01:18,-0.08576282,-0.9963156,6.4928904,-1.9352242
79,2024-02-06 00:01:19,0.18581398,-0.98258495,5.45537,-1.8893124
80,2024-02-06 00:01:20,0.3973726,-0.9176574,4.4350343,-1.1536632
81,2024-02-06 00:01:21,0.55414796,-0.8324182,3.573742,1.2336236
82,2024-02-06 00:01:22,0.67728245,-0.73572314,3.134472,1.5315336
83,2024-02-06 00:01:23,0.77371424,-0.6335347,2.8124094,-0.84747815
84,2024-02-06 00:01:24,0.83886236,-0.5443436,2.2101367,-0.31508836
85,2024-02-06 00:01:25,0.88333064,-0.46875042,1.7546158,1.6505239
86,2024-02-06 00:01:26,0.91896677,-0.39433494,1.6506315,0.4373872
87,2024-02-06 00:01:27,0.9446338,-0.32812655,1.4204885,-1.6480833
88,2024-02-06 00:01:28,0.95882505,-0.28399736,0.927181,-1.1912909
89,2024-02-06 00:01:29,0.96608436,-0.2582266,0.5354894,-1.2218932
90,2024-02-06 00:01:30,0.9681009,-0.25056064,0.15853544,-1.3395361
91,2024-02-06 00:01:31,0.96515137,-0.26169223,-0.23031545,0.6533
92,2024-02-06 00:01:32,0.96072185,-0.27751312,-0.32858962,1.983693
93,2024-02-06 00:01:33,0.9573346,-0.28898183,-0.2391705,0.09620345
94,2024-02-06 00:01:34,0.95072293,-0.31004173,-0.44147635,1.9810249
95,2024-02-06 00:01:35,0.9447125,-0.3278998,-0.3768539,1.9827117
96,2024-02-06 00:01:36,0.9392533,-0.3432249,-0.32537204,0.38533178
97,2024-02-06 00:01:37,0.9299212,-0.3677588,-0.5249909,1.9787285
98,2024-02-06 00:01:38,0.92035943,-0.3910736,-0.5040008,1.9769894
99,2024-02-06 00:01:39,0.9102803,-0.41399246,-0.5007576,1.9711779
100,2024-02-06 00:01:40,0.89930683,-0.4373182,-0.51557523,1.960693
101,2024-02-06 00:01:41,0.88695455,-0.46185675,-0.54945993,1.9417408
102,2024-02-06 00:01:42,0.8725897,-0.4884539,-0.60459137,1.8938215
103,2024-02-06 00:01:43,0.8553035,-0.51812726,-0.6868586,0.4849196
104,2024-02-06 00:01:44,0.828263,-0.56033957,-1.0027161,0.97929984
105,2024-02-06 00:01:45,0.7908501,-0.6120099,-1.2760758,1.6689444
106,2024-02-06 00:01:46,0.74327976,-0.6689807,-1.4847416,-0.24633309
107,2024-02-06 00:01:47,0.6719127,-0.7406303,-2.023427,1.1679353
108,2024-02-06 00:01:48,0.578267,-0.8158476,-2.4037094,0.6278535
109,2024-02-06 00:01:49,0.45336056,-0.8913272,-2.9214172,0.7692321
