,time,X,Y,theta_dt,torque
0,2024-01-04 00:00:00,0.99860716,-0.052761048,-0.53120095,-0.012316866
1,2024-01-04 00:00:01,0.99668753,-0.081326604,-0.57261926,1.9831352
2,2024-01-04 00:00:02,0.99517995,-0.09806585,-0.33614394,1.9537137
3,2024-01-04 00:00:03,0.9945911,-0.10386786,-0.116636276,-0.39382958
4,2024-01-04 00:00:04,0.9931941,-0.11647116,-0.2536116,1.5063303
5,2024-01-04 00:00:05,0.9925079,-0.122180834,-0.11501544,1.8655972
6,2024-01-04 00:00:06,0.9929483,-0.11854801,0.07318852,-0.817852
7,2024-01-04 00:00:07,0.9921042,-0.12541634,-0.13840029,0.54095757
8,2024-01-04 00:00:08,0.9911269,-0.13291888,-0.15131891,-1.3606157
9,2024-01-04 00:00:09,0.987846,-0.15543564,-0.45510045,-0.7213436
10,2024-01-04 00:00:10,0.9819924,-0.18892014,-0.6798787,1.9842205
11,2024-01-04 00:00:11,0.976707,-0.21457744,-0.52393574,0.72450024
12,2024-01-04 00:00:12,0.9701206,-0.24262312,-0.57619375,1.979224
13,2024-01-04 00:00:13,0.96426725,-0.26493135,-0.4612775,-1.6523196
14,2024-01-04 00:00:14,0.95125264,-0.3084127,-0.907824,-0.42139074
15,2024-01-04 00:00:15,0.9310045,-0.36500767,-1.202342,1.1207153
16,2024-01-04 00:00:16,0.9051599,-0.4250712,-1.3079906,-0.8033189
17,2024-01-04 00:00:17,0.86461884,-0.5024284,-1.7472918,1.794079
18,2024-01-04 00:00:18,0.814369,-0.5803474,-1.8550012,1.6995735
19,2024-01-04 00:00:19,0.7511978,-0.66007715,-2.0353258,-0.6618234
20,2024-01-04 00:00:20,0.6581749,-0.7528651,-2.6296573,-1.682575
21,2024-01-04 00:00:21,0.519322,-0.8545787,-3.4466922,-0.04115742
22,2024-01-04 00:00:22,0.33477587,-0.94229776,-4.0937996,0.351297
23,2024-01-04 00:00:23,0.103788696,-0.99459934,-4.7478285,0.79338944
24,2024-01-04 00:00:24,-0.1640181,-0.98645735,-5.3747697,1.6898868
25,2024-01-04 00:00:25,-0.4419928,-0.8970186,-5.8611298,1.6786629
26,2024-01-04 00:00:26,-0.697515,-0.71657014,-6.282094,1.3901914
27,2024-01-04 00:00:27,-0.89232653,-0.45139042,-6.610993,-1.1897743
28,2024-01-04 00:00:28,-0.9937432,-0.11168931,-7.128002,-1.9149598
29,2024-01-04 00:00:29,-0.96560717,0.2600054,-7.499013,-1.4031408
30,2024-01-04 00:00:30,-0.80284053,0.59619385,-7.51448,-0.73997235
31,2024-01-04 00:00:31,-0.54226285,0.8402089,-7.1783304,1.7972274
32,2024-01-04 00:00:32,-0.2563059,0.9665957,-6.2785897,1.8092575
33,2024-01-04 00:00:33,0.004914213,0.9999879,-5.282254,-0.41559395
34,2024-01-04 00:00:34,0.23249711,0.97259706,-4.5946026,-1.5510234
35,2024-01-04 00:00:35,0.4255185,0.9049497,-4.0978084,0.6429117
36,2024-01-04 00:00:36,0.56931114,0.82212216,-3.3226593,0.0955493
37,2024-01-04 00:00:37,0.6744758,0.7382969,-2.6917353,0.30295753
38,2024-01-04 00:00:38,0.7478934,0.66381884,-2.0925689,0.17995837
39,2024-01-04 00:00:39,0.7975775,0.6032165,-1.5677109,-0.41043824
40,2024-01-04 00:00:40,0.8316718,0.5552676,-1.1768643,-1.3929379
41,2024-01-04 00:00:41,0.8575971,0.51432204,-0.9693543,-1.9388113
42,2024-01-04 00:00:42,0.87925744,0.47634685,-0.8744345,0.47383705
43,2024-01-04 00:00:43,0.88966274,0.45661822,-0.44609874,1.5414568
44,2024-01-04 00:00:44,0.8867318,0.4622842,0.12758343,-0.8459382
45,2024-01-04 00:00:45,0.8785685,0.47761646,0.34740585,-1.999979
46,2024-01-04 00:00:46,0.8687019,0.49533534,0.40562135,-1.9999806
47,2024-01-04 00:00:47,0.8566389,0.5159164,0.47712576,1.8930249
48,2024-01-04 00:00:48,0.8256303,0.5642115,1.1480168,0.41541684
49,2024-01-04 00:00:49,0.7768476,0.6296886,1.6334879,0.59963053
50,2024-01-04 00:00:50,0.7031792,0.71101266,2.195699,-1.9999944
51,2024-01-04 00:00:51,0.6118609,0.79096544,2.4289594,-1.9999069
52,2024-01-04 00:00:52,0.49887586,0.86667347,2.7221973,-1.9974962
53,2024-01-04 00:00:53,0.36037728,0.9328066,3.072578,-1.9970932
54,2024-01-04 00:00:54,0.19380711,0.98103964,3.472619,-0.37885237
55,2024-01-04 00:00:55,-0.012536866,0.9999214,4.151571,-0.056986127
56,2024-01-04 00:00:56,-0.25435954,0.96710974,4.892964,0.58551437
57,2024-01-04 00:00:57,-0.5162714,0.856425,5.7061234,0.97901654
58,2024-01-04 00:00:58,-0.76255685,0.6469212,6.4952946,0.9846183
59,2024-01-04 00:00:59,-0.94035256,0.34020144,7.1281786,-1.9012617
60,2024-01-04 00:01:00,-0.9999698,-0.00777584,7.0981402,1.0570108
61,2024-01-04 00:01:01,-0.932212,-0.36191276,7.2508597,1.692946
62,2024-01-04 00:01:02,-0.74384767,-0.6683492,7.2333674,1.7111359
63,2024-01-04 00:01:03,-0.47007015,-0.88262904,6.9887757,1.4093208
64,2024-01-04 00:01:04,-0.16174644,-0.9868323,6.5382023,-1.7466432
65,2024-01-04 00:01:05,0.11409491,-0.99346983,5.5360813,-1.6498051
66,2024-01-04 00:01:06,0.33491907,-0.9422469,4.543508,0.59888875
67,2024-01-04 00:01:07,0.51229256,-0.85881096,3.9266565,1.45852
68,2024-01-04 00:01:08,0.6540442,-0.7564563,3.501326,-1.425945
69,2024-01-04 00:01:09,0.7505692,-0.6607919,2.720092,1.0818475
70,2024-01-04 00:01:10,0.8239019,-0.56673247,2.3867755,-0.13593788
71,2024-01-04 00:01:11,0.8749481,-0.48421672,1.9413353,-0.56985575
72,2024-01-04 00:01:12,0.90861815,-0.41762784,1.4926945,1.6963229
73,2024-01-04 00:01:13,0.9362005,-0.35146633,1.433922,0.49236873
74,2024-01-04 00:01:14,0.9562398,-0.29258403,1.2441776,0.5349027
75,2024-01-04 00:01:15,0.97093743,-0.23933344,1.104975,-0.24315193
76,2024-01-04 00:01:16,0.9806133,-0.19595297,0.8890021,-0.41291058
77,2024-01-04 00:01:17,0.98670846,-0.16250032,0.6801008,0.51224875
78,2024-01-04 00:01:18,0.99137014,-0.13109258,0.6350628,-0.5401525
79,2024-01-04 00:01:19,0.9940996,-0.10847112,0.45572054,0.10122616
80,2024-01-04 00:01:20,0.99602365,-0.08908913,0.38955113,-1.3416593
81,2024-01-04 00:01:21,0.99654645,-0.08303741,0.121485375,1.7619872
82,2024-01-04 00:01:22,0.99775916,-0.066907845,0.3235054,1.377011
83,2024-01-04 00:01:23,0.9990772,-0.042950846,0.47987616,1.620235
84,2024-01-04 00:01:24,0.9999645,-0.008429049,0.69069827,-1.8012938
85,2024-01-04 00:01:25,0.9999246,0.012279663,0.4141824,-0.33707148
86,2024-01-04 00:01:26,0.999522,0.030916616,0.37283143,-0.5458277
87,2024-01-04 00:01:27,0.99891305,0.046611883,0.31414473,-1.5331838
88,2024-01-04 00:01:28,0.9986177,0.05256085,0.119126074,1.0156082
89,2024-01-04 00:01:29,0.99768007,0.06807679,0.31088793,-0.4307847
90,2024-01-04 00:01:30,0.99655783,0.08290062,0.29732782,-0.4918937
91,2024-01-04 00:01:31,0.99527186,0.097128466,0.28571925,-0.7376366
92,2024-01-04 00:01:32,0.99399143,0.10945808,0.24792008,-1.9804351
